Move Sequence,FEN,Evaluation,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1,4k2r/1pp2ppp/3p4/1P2p3/2P5/2n4P/q2N2P1/2Q1K2R b k - 1 19,-3.88,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4,4k2r/1pp2ppp/3p4/1P2p3/n1P5/7P/q2N2P1/2Q1K2R w k - 2 20,-3.77,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1,4k2r/1pp2ppp/3p4/1P2p3/n1P5/7P/q2N2P1/2Q1KR2 b k - 3 20,-3.38,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8,5rk1/1pp2ppp/3p4/1P2p3/n1P5/7P/q2N2P1/2Q1KR2 w - - 4 21,-3.16,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2,5rk1/1pp2ppp/3p4/1P2p3/n1P5/7P/q2N1KP1/2Q2R2 b - - 5 21,-4.2,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5,5rk1/1pp3pp/3p4/1P2pp2/n1P5/7P/q2N1KP1/2Q2R2 w - - 0 22,-4.14,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1,5rk1/1pp3pp/3p4/1P2pp2/n1P5/7P/q2N2P1/2Q2RK1 b - - 1 22,-4.07,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5,5rk1/1pp3pp/3p4/1Pn1pp2/2P5/7P/q2N2P1/2Q2RK1 w - - 2 23,-3.67,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3,5rk1/1pp3pp/3p4/1Pn1pp2/2P5/5N1P/q5P1/2Q2RK1 b - - 3 23,-4.73,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4,5rk1/1pp3pp/3p4/1P2pp2/2P1n3/5N1P/q5P1/2Q2RK1 w - - 4 24,-4.24,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4,5rk1/1pp3pp/3p4/1P2pp2/2P1n2N/7P/q5P1/2Q2RK1 b - - 5 24,-6.46,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2,5rk1/1pp3pp/3p4/1P2pp2/2P1n2N/7P/4q1P1/2Q2RK1 w - - 6 25,-2.82,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5,5rk1/1pp3pp/3p4/1P2pN2/2P1n3/7P/4q1P1/2Q2RK1 b - - 0 25,-2.8,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5,6k1/1pp3pp/3p4/1P2pr2/2P1n3/7P/4q1P1/2Q2RK1 w - - 0 26,-0.25,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5,6k1/1pp3pp/3p4/1P2pR2/2P1n3/7P/4q1P1/2Q3K1 b - - 0 26,-0.16,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6,6k1/1pp4p/3p2p1/1P2pR2/2P1n3/7P/4q1P1/2Q3K1 w - - 0 27,0.0,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1,6k1/1pp4p/3p2p1/1P2p3/2P1n3/7P/4q1P1/2Q2RK1 b - - 1 27,-0.3,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3,6k1/1pp4p/3p2p1/1P2p3/2P5/6nP/4q1P1/2Q2RK1 w - - 2 28,0.19,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3,6k1/1pp4p/3p2p1/1P2p3/2P5/5RnP/4q1P1/2Q3K1 b - - 3 28,-7.06,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5,6k1/1pp4p/3p2p1/1P2pn2/2P5/5R1P/4q1P1/2Q3K1 w - - 4 29,0.51,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1,6k1/1pp4p/3p2p1/1P2pn2/2P5/5R1P/4q1P1/5QK1 b - - 5 29,0.18,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1,6k1/1pp4p/3p2p1/1P2pn2/2P5/5R1P/6P1/5qK1 w - - 0 30,0.19,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1,6k1/1pp4p/3p2p1/1P2pn2/2P5/7P/6P1/5RK1 b - - 0 30,0.15,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7,8/1pp3kp/3p2p1/1P2pn2/2P5/7P/6P1/5RK1 w - - 1 31,1.69,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2,8/1pp3kp/3p2p1/1P2pn2/2P5/7P/6PK/5R2 b - - 2 31,0.0,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4,8/1pp3kp/3p2p1/1P2p3/2Pn4/7P/6PK/5R2 w - - 3 32,0.04,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3,8/1pp3kp/3p2p1/1P2p3/2Pn4/6KP/6P1/5R2 b - - 4 32,0.0,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6,8/1pp3kp/3pn1p1/1P2p3/2P5/6KP/6P1/5R2 w - - 5 33,0.19,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1,8/1pp3kp/3pn1p1/1P2p3/2P5/6KP/6P1/3R4 b - - 6 33,0.15,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4,8/1pp3kp/3p2p1/1P2p3/2P2n2/6KP/6P1/3R4 w - - 7 34,2.87,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4 c4c5,8/1pp3kp/3p2p1/1PP1p3/5n2/6KP/6P1/3R4 b - - 0 34,0.0,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4 c4c5 d6d5,8/1pp3kp/6p1/1PPpp3/5n2/6KP/6P1/3R4 w - - 0 35,0.08,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4 c4c5 d6d5 b5b6,8/1pp3kp/1P4p1/2Ppp3/5n2/6KP/6P1/3R4 b - - 0 35,-1.26,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4 c4c5 d6d5 b5b6 c7c6,8/1p4kp/1Pp3p1/2Ppp3/5n2/6KP/6P1/3R4 w - - 0 36,-1.35,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4 c4c5 d6d5 b5b6 c7c6 g3g4,8/1p4kp/1Pp3p1/2Ppp3/5nK1/7P/6P1/3R4 b - - 1 36,-1.55,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4 c4c5 d6d5 b5b6 c7c6 g3g4 d5d4,8/1p4kp/1Pp3p1/2P1p3/3p1nK1/7P/6P1/3R4 w - - 0 37,-0.64,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 a2a4 d7d6 c2c3 a7a6 h2h3 c8e6 b2b4 c5a7 b4b5 c6a5 b1a3 a6b5 a4b5 a5c4 a3c4 e6c4 c1e3 a7e3 a1a8 e3f2 e1f2 d8a8 d3c4 a8a2 f3d2 f6e4 f2e1 e4c3 d1c1 c3a4 h1f1 e8g8 e1f2 f7f5 f2g1 a4c5 d2f3 c5e4 f3h4 a2e2 h4f5 f8f5 f1f5 g7g6 f5f1 e4g3 f1f3 g3f5 c1f1 e2f1 f3f1 g8g7 g1h2 f5d4 h2g3 d4e6 f1d1 e6f4 c4c5 d6d5 b5b6 c7c6 g3g4 d5d4 g2g3,8/1p4kp/1Pp3p1/2P1p3/3p1nK1/6PP/8/3R4 b - - 0 37,-1.51,1571,1697,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal",60+2,Normal
